1,1,1091.49,755.39,63.07,173.62,0.517090,-1,-1,-1
1,2,882.50,683.31,68.68,183.63,0.514531,-1,-1,-1
2,1,1089.09,750.12,63.71,175.37,0.512620,-1,-1,-1
9,5,851.17,468.17,59.09,166.90,0.506400,-1,-1,-1
9,6,849.16,833.64,84.19,200.25,0.534974,-1,-1,-1
10,6,849.67,829.28,84.08,199.84,0.559183,-1,-1,-1
10,2,883.48,627.73,64.39,172.96,0.517514,-1,-1,-1
11,6,845.42,821.25,84.78,201.79,0.523524,-1,-1,-1
12,6,846.30,815.80,83.65,198.93,0.514627,-1,-1,-1
14,6,847.52,807.62,78.42,185.07,0.514442,-1,-1,-1
15,6,846.88,802.59,76.83,180.56,0.567832,-1,-1,-1
16,6,847.34,792.64,77.45,180.32,0.607760,-1,-1,-1
17,6,847.13,788.30,78.44,180.77,0.637912,-1,-1,-1
18,6,845.97,783.93,79.49,181.65,0.599566,-1,-1,-1
19,6,843.38,773.96,82.89,188.32,0.619333,-1,-1,-1
19,2,887.03,584.95,62.67,168.58,0.546976,-1,-1,-1
20,6,840.92,768.44,84.27,190.47,0.630221,-1,-1,-1
20,2,887.14,580.05,63.72,171.51,0.538251,-1,-1,-1
22,6,838.04,762.88,85.14,190.64,0.564551,-1,-1,-1
23,6,834.81,759.15,87.02,193.78,0.529173,-1,-1,-1
24,6,832.06,754.21,88.60,196.51,0.557769,-1,-1,-1
24,8,1544.33,851.80,85.73,165.06,0.593484,-1,-1,-1
25,6,830.61,752.00,88.13,194.50,0.598014,-1,-1,-1
25,8,1542.08,847.78,86.24,166.13,0.565332,-1,-1,-1
26,8,1539.77,842.97,87.24,168.28,0.632969,-1,-1,-1
33,8,1527.45,813.86,83.67,161.20,0.502096,-1,-1,-1
38,12,1245.11,640.35,72.80,179.41,0.545065,-1,-1,-1
45,8,1518.01,769.90,80.43,158.21,0.512404,-1,-1,-1
51,8,1509.56,747.52,82.85,164.12,0.507457,-1,-1,-1
52,8,1508.28,745.62,82.99,164.75,0.548434,-1,-1,-1
54,12,1243.98,581.93,71.28,174.87,0.589611,-1,-1,-1
58,8,1500.66,727.97,81.64,163.25,0.512350,-1,-1,-1
63,8,1496.63,716.13,77.38,155.64,0.513287,-1,-1,-1
64,8,1493.84,713.44,78.83,158.97,0.536639,-1,-1,-1
65,8,1494.30,709.44,79.65,163.28,0.530797,-1,-1,-1
66,8,1493.55,707.48,79.59,164.97,0.570995,-1,-1,-1
67,8,1492.82,705.80,79.22,165.91,0.581295,-1,-1,-1
68,8,1492.07,703.46,78.83,166.87,0.528390,-1,-1,-1
80,16,266.02,607.30,66.46,171.48,0.551377,-1,-1,-1
81,16,265.67,606.81,66.60,171.86,0.522879,-1,-1,-1
82,16,266.11,607.64,66.13,170.58,0.590656,-1,-1,-1
