1,1,195.76,815.44,117.26,262.66,0.786136,-1,-1,-1
1,2,343.79,817.34,111.98,262.66,0.749309,-1,-1,-1
1,3,1653.69,829.17,95.85,249.22,0.743942,-1,-1,-1
1,4,664.87,683.29,100.04,218.13,0.737308,-1,-1,-1
1,5,1472.72,641.70,72.31,200.33,0.731574,-1,-1,-1
1,6,1584.14,675.90,98.15,231.00,0.692319,-1,-1,-1
1,7,762.31,692.36,71.75,204.18,0.663165,-1,-1,-1
1,8,412.34,790.05,78.60,272.38,0.638862,-1,-1,-1
1,9,954.39,606.11,68.54,191.99,0.635289,-1,-1,-1
1,10,1364.44,1024.15,80.94,55.85,0.553160,-1,-1,-1
1,11,1026.45,606.23,76.06,187.00,0.547546,-1,-1,-1
1,12,1169.97,607.04,61.09,181.52,0.546281,-1,-1,-1
1,13,1669.79,671.22,70.26,199.34,0.519139,-1,-1,-1
2,1,197.74,814.88,117.59,262.62,0.782195,-1,-1,-1
2,2,346.99,814.06,112.30,265.94,0.749180,-1,-1,-1
2,3,1653.06,832.17,97.92,246.37,0.753255,-1,-1,-1
2,4,664.59,685.43,98.71,216.35,0.742106,-1,-1,-1
2,5,1473.74,641.80,67.54,201.04,0.756647,-1,-1,-1
2,6,1581.10,679.79,98.52,227.43,0.715052,-1,-1,-1
2,7,762.56,692.02,69.66,203.01,0.657019,-1,-1,-1
2,8,413.45,789.23,76.85,263.19,0.565164,-1,-1,-1
2,9,955.56,607.88,67.54,192.62,0.613151,-1,-1,-1
2,11,1031.84,609.57,68.04,185.87,0.539534,-1,-1,-1
2,12,1171.26,607.80,60.48,186.14,0.510529,-1,-1,-1
3,1,200.20,814.67,116.90,264.85,0.829948,-1,-1,-1
3,2,350.60,811.68,110.36,268.04,0.778114,-1,-1,-1
3,3,1653.31,835.90,101.14,242.14,0.775062,-1,-1,-1
3,4,664.64,686.43,97.99,215.62,0.762692,-1,-1,-1
3,5,1472.54,641.82,65.46,201.59,0.692723,-1,-1,-1
3,6,1581.03,681.00,95.37,224.89,0.773509,-1,-1,-1
3,7,759.95,693.54,72.36,200.89,0.691648,-1,-1,-1
3,8,415.06,787.35,75.93,269.32,0.620323,-1,-1,-1
3,9,957.50,608.41,67.29,192.91,0.626386,-1,-1,-1
3,11,1034.66,611.47,63.14,185.60,0.538456,-1,-1,-1
4,1,204.22,813.80,116.22,266.20,0.825776,-1,-1,-1
4,2,353.57,809.22,107.00,269.44,0.786647,-1,-1,-1
4,3,1653.00,839.99,104.80,238.51,0.739183,-1,-1,-1
4,4,665.92,687.54,96.08,214.69,0.775715,-1,-1,-1
4,5,1473.40,640.38,60.70,201.69,0.579583,-1,-1,-1
4,6,1580.54,679.86,94.81,225.95,0.779114,-1,-1,-1
4,7,757.06,694.96,73.32,200.79,0.667853,-1,-1,-1
4,8,417.59,782.76,77.11,276.24,0.675909,-1,-1,-1
4,9,961.02,609.27,65.79,194.72,0.618967,-1,-1,-1
4,11,1035.18,611.45,63.53,189.05,0.521522,-1,-1,-1
4,12,1176.46,606.91,60.19,194.83,0.538806,-1,-1,-1
5,1,205.57,814.38,116.03,265.62,0.820352,-1,-1,-1
5,2,356.05,807.78,103.73,271.42,0.794770,-1,-1,-1
5,3,1655.29,841.81,105.68,236.86,0.731243,-1,-1,-1
5,4,664.60,688.17,94.14,215.50,0.793748,-1,-1,-1
5,5,1464.41,641.39,63.72,197.95,0.500084,-1,-1,-1
5,6,1580.25,680.85,85.09,222.44,0.540025,-1,-1,-1
5,7,755.04,695.53,71.10,202.90,0.654579,-1,-1,-1
5,8,417.62,778.74,77.42,281.64,0.689634,-1,-1,-1
5,9,961.52,610.82,65.80,196.77,0.629359,-1,-1,-1
5,11,1035.52,612.01,64.48,189.60,0.535283,-1,-1,-1
5,12,1177.93,607.59,59.63,195.96,0.570411,-1,-1,-1
5,13,1635.86,673.08,84.25,224.65,0.545240,-1,-1,-1
6,1,207.68,814.27,117.61,265.73,0.862430,-1,-1,-1
6,2,360.48,809.71,100.71,269.82,0.801788,-1,-1,-1
6,3,1657.49,841.31,106.29,236.53,0.684157,-1,-1,-1
6,4,664.26,688.55,92.41,215.73,0.790874,-1,-1,-1
6,6,1577.90,681.31,78.45,220.93,0.645213,-1,-1,-1
6,7,756.65,697.34,68.01,203.35,0.667695,-1,-1,-1
6,8,417.84,777.90,79.99,283.61,0.675456,-1,-1,-1
6,9,962.38,611.39,65.93,197.16,0.613742,-1,-1,-1
6,12,1178.70,609.18,60.36,197.21,0.589573,-1,-1,-1
7,1,212.97,815.01,116.34,264.99,0.858865,-1,-1,-1
7,2,365.79,812.29,98.15,267.09,0.798399,-1,-1,-1
7,3,1661.95,839.55,108.31,237.72,0.741292,-1,-1,-1
7,4,666.64,688.28,90.44,216.44,0.786457,-1,-1,-1
7,6,1580.58,677.79,71.98,223.73,0.692259,-1,-1,-1
7,7,758.21,698.52,66.68,204.30,0.674386,-1,-1,-1
7,8,421.49,777.32,81.25,283.44,0.669948,-1,-1,-1
7,9,964.98,612.21,67.52,195.62,0.663322,-1,-1,-1
7,12,1182.45,611.61,60.17,193.59,0.642081,-1,-1,-1
7,13,1633.86,671.92,83.81,228.54,0.578653,-1,-1,-1
8,1,218.45,814.91,117.05,265.09,0.859124,-1,-1,-1
8,2,371.56,815.24,100.24,264.39,0.807767,-1,-1,-1
8,3,1666.04,837.02,108.89,240.56,0.801987,-1,-1,-1
8,4,669.14,688.40,88.32,216.76,0.774153,-1,-1,-1
8,6,1581.78,674.45,68.86,225.83,0.732020,-1,-1,-1
8,7,756.35,700.63,72.57,203.18,0.685662,-1,-1,-1
8,8,425.98,777.19,82.07,268.41,0.649002,-1,-1,-1
8,9,970.12,611.64,66.90,195.84,0.675526,-1,-1,-1
8,12,1185.66,615.20,60.74,189.05,0.625909,-1,-1,-1
8,13,1635.24,672.11,79.03,214.00,0.584170,-1,-1,-1
9,1,219.42,815.70,117.16,264.30,0.852509,-1,-1,-1
9,2,371.64,817.57,100.86,262.43,0.798244,-1,-1,-1
9,3,1670.49,836.61,105.37,242.56,0.806209,-1,-1,-1
9,4,667.01,689.56,87.48,217.64,0.786289,-1,-1,-1
9,6,1578.25,674.54,65.28,228.42,0.635152,-1,-1,-1
9,7,754.46,703.23,73.95,204.98,0.660347,-1,-1,-1
9,8,425.83,778.54,82.61,260.07,0.646506,-1,-1,-1
9,9,970.74,612.24,66.24,197.12,0.686462,-1,-1,-1
9,12,1184.84,616.11,63.28,191.02,0.564773,-1,-1,-1
9,13,1632.42,673.68,74.81,208.69,0.624620,-1,-1,-1
10,1,224.40,815.34,117.33,264.42,0.843201,-1,-1,-1
10,2,374.94,816.25,100.78,263.75,0.779248,-1,-1,-1
10,3,1678.93,836.44,100.02,242.56,0.689454,-1,-1,-1
10,4,667.52,691.01,86.85,220.02,0.785472,-1,-1,-1
10,6,1575.42,674.08,61.65,231.87,0.664853,-1,-1,-1
10,7,754.58,705.96,74.40,205.07,0.683713,-1,-1,-1
10,8,429.97,780.16,81.50,260.49,0.638693,-1,-1,-1
10,9,974.30,612.92,65.21,199.23,0.642537,-1,-1,-1
10,12,1187.09,615.51,63.97,192.00,0.549855,-1,-1,-1
10,13,1629.46,673.23,72.21,212.95,0.674482,-1,-1,-1
11,1,229.33,814.74,117.51,264.33,0.841976,-1,-1,-1
11,2,378.46,815.85,100.21,264.15,0.772455,-1,-1,-1
11,3,1685.22,837.22,98.22,241.48,0.648610,-1,-1,-1
11,4,669.69,692.66,85.39,221.63,0.788657,-1,-1,-1
11,6,1568.84,673.15,64.74,231.67,0.662330,-1,-1,-1
11,7,755.38,708.82,73.58,206.12,0.743643,-1,-1,-1
