1,1,195.76,815.44,117.26,262.66,0.786136,-1,-1,-1
1,2,343.79,817.34,111.98,262.66,0.749309,-1,-1,-1
1,3,1653.69,829.17,95.85,249.22,0.743942,-1,-1,-1
1,4,664.87,683.29,100.04,218.13,0.737308,-1,-1,-1
1,5,1472.72,641.70,72.31,200.33,0.731574,-1,-1,-1
1,6,1584.14,675.90,98.15,231.00,0.692319,-1,-1,-1
1,7,762.31,692.36,71.75,204.18,0.663165,-1,-1,-1
1,8,412.34,790.05,78.60,272.38,0.638862,-1,-1,-1
1,9,954.39,606.11,68.54,191.99,0.635289,-1,-1,-1
1,10,1364.44,1024.15,80.94,55.85,0.553160,-1,-1,-1
1,11,1026.45,606.23,76.06,187.00,0.547546,-1,-1,-1
1,12,1169.97,607.04,61.09,181.52,0.546281,-1,-1,-1
1,13,1669.79,671.22,70.26,199.34,0.519139,-1,-1,-1
2,1,197.92,814.76,117.25,262.62,0.782195,-1,-1,-1
2,2,346.46,813.95,113.37,266.00,0.749180,-1,-1,-1
2,3,1654.59,832.13,94.83,246.38,0.753255,-1,-1,-1
2,4,664.34,685.34,99.22,216.36,0.742106,-1,-1,-1
2,5,1471.29,641.75,72.46,201.05,0.756647,-1,-1,-1
2,6,1582.02,679.75,96.68,227.43,0.715052,-1,-1,-1
2,7,761.75,691.94,71.30,203.01,0.657019,-1,-1,-1
2,8,413.91,789.12,75.96,263.19,0.565164,-1,-1,-1
2,9,954.98,607.80,68.74,192.63,0.613151,-1,-1,-1
2,11,1028.16,609.49,75.43,185.87,0.539534,-1,-1,-1
2,12,1170.21,607.74,62.60,186.15,0.510529,-1,-1,-1
3,1,199.55,814.42,118.19,264.84,0.829948,-1,-1,-1
3,2,348.71,811.45,114.11,268.03,0.778114,-1,-1,-1
3,3,1657.05,835.82,93.46,242.13,0.775062,-1,-1,-1
3,4,664.18,686.25,98.85,215.62,0.762692,-1,-1,-1
3,5,1469.04,641.74,72.43,201.58,0.692723,-1,-1,-1
3,6,1580.83,680.93,95.57,224.89,0.773509,-1,-1,-1
3,7,760.79,693.38,70.63,200.88,0.691648,-1,-1,-1
3,8,414.18,787.14,77.65,269.31,0.620323,-1,-1,-1
3,9,956.70,608.27,68.79,192.90,0.626386,-1,-1,-1
3,11,1028.72,611.34,74.95,185.60,0.538456,-1,-1,-1
4,1,202.75,813.77,118.70,266.22,0.825776,-1,-1,-1
4,2,349.67,809.16,114.40,269.47,0.786647,-1,-1,-1
4,3,1659.09,839.84,92.58,238.52,0.739183,-1,-1,-1
4,4,664.62,687.46,98.33,214.71,0.775715,-1,-1,-1
4,5,1467.70,640.22,72.01,201.71,0.579583,-1,-1,-1
4,6,1579.87,679.71,95.98,225.97,0.779114,-1,-1,-1
4,7,758.15,694.87,70.71,200.81,0.667853,-1,-1,-1
4,8,416.13,782.71,79.57,276.27,0.675909,-1,-1,-1
4,9,959.10,609.15,69.29,194.74,0.618967,-1,-1,-1
4,11,1028.86,611.33,75.89,189.06,0.521522,-1,-1,-1
4,12,1173.79,606.79,65.31,194.84,0.538806,-1,-1,-1
5,1,204.62,814.27,118.35,265.65,0.820352,-1,-1,-1
5,2,350.78,807.67,114.68,271.40,0.794770,-1,-1,-1
5,3,1662.09,841.66,92.52,236.84,0.731243,-1,-1,-1
5,4,662.64,688.06,98.46,215.48,0.793748,-1,-1,-1
5,5,1461.49,641.25,70.44,197.93,0.500084,-1,-1,-1
5,6,1575.96,680.70,93.93,222.43,0.540025,-1,-1,-1
5,7,755.06,695.41,71.35,202.89,0.654579,-1,-1,-1
5,8,416.06,778.62,80.94,281.61,0.689634,-1,-1,-1
5,9,959.66,610.70,69.82,196.75,0.629359,-1,-1,-1
5,11,1030.08,611.89,75.61,189.58,0.535283,-1,-1,-1
5,12,1175.18,607.46,65.40,195.94,0.570411,-1,-1,-1
5,13,1638.25,673.03,79.43,224.64,0.545240,-1,-1,-1
6,1,207.30,814.06,118.52,265.94,0.862430,-1,-1,-1
6,2,354.21,809.52,113.33,269.85,0.801788,-1,-1,-1
6,3,1664.34,841.35,93.08,236.56,0.684157,-1,-1,-1
6,4,661.48,688.41,98.24,215.75,0.790874,-1,-1,-1
6,6,1571.21,681.33,92.48,220.96,0.645213,-1,-1,-1
6,7,755.11,697.21,71.28,203.38,0.667695,-1,-1,-1
6,8,417.18,777.71,81.50,283.63,0.675456,-1,-1,-1
6,9,960.61,611.30,69.78,197.18,0.613742,-1,-1,-1
6,12,1176.26,609.11,65.56,197.23,0.589573,-1,-1,-1
7,1,211.61,814.87,118.05,265.13,0.858865,-1,-1,-1
7,2,358.62,812.19,111.37,267.07,0.798399,-1,-1,-1
7,3,1668.28,839.77,94.37,237.71,0.741292,-1,-1,-1
7,4,662.30,688.28,98.05,216.43,0.786457,-1,-1,-1
7,6,1569.84,678.01,92.29,223.72,0.692259,-1,-1,-1
7,7,755.33,698.54,71.28,204.29,0.674386,-1,-1,-1
7,8,420.85,777.24,81.46,283.41,0.669948,-1,-1,-1
7,9,963.58,612.30,69.18,195.60,0.663322,-1,-1,-1
7,12,1179.86,611.75,64.13,193.57,0.642081,-1,-1,-1
7,13,1635.04,672.05,80.95,228.56,0.578653,-1,-1,-1
8,1,217.13,815.02,117.95,264.98,0.859124,-1,-1,-1
8,2,365.86,815.35,109.76,264.39,0.807767,-1,-1,-1
8,3,1671.59,837.13,96.28,240.56,0.801987,-1,-1,-1
8,4,663.67,688.51,97.55,216.77,0.774153,-1,-1,-1
8,6,1569.59,674.55,91.61,225.83,0.732020,-1,-1,-1
8,7,756.17,700.74,71.20,203.18,0.685662,-1,-1,-1
8,8,427.33,777.30,77.64,268.42,0.649002,-1,-1,-1
8,9,968.18,611.75,69.10,195.84,0.675526,-1,-1,-1
8,12,1183.88,615.31,62.59,189.06,0.625909,-1,-1,-1
8,13,1636.09,672.15,76.06,214.02,0.584170,-1,-1,-1
9,1,219.48,815.45,117.73,264.55,0.852509,-1,-1,-1
9,2,368.09,817.30,108.55,262.63,0.798244,-1,-1,-1
9,3,1674.85,836.10,97.44,242.54,0.806209,-1,-1,-1
9,4,662.47,689.24,97.22,217.61,0.786289,-1,-1,-1
9,6,1565.91,674.04,90.76,228.40,0.635152,-1,-1,-1
9,7,755.78,702.90,71.99,204.96,0.660347,-1,-1,-1
9,8,429.54,778.27,75.80,260.05,0.646506,-1,-1,-1
9,9,969.50,611.86,69.29,197.10,0.686462,-1,-1,-1
9,12,1185.10,615.69,63.29,191.00,0.564773,-1,-1,-1
9,13,1633.09,673.18,74.15,208.68,0.624620,-1,-1,-1
10,1,224.11,814.93,117.63,264.48,0.843201,-1,-1,-1
10,2,370.90,815.87,108.56,264.12,0.779248,-1,-1,-1
10,3,1680.38,836.14,97.44,242.62,0.689454,-1,-1,-1
10,4,662.17,690.62,97.47,220.06,0.785472,-1,-1,-1
10,6,1561.62,673.75,89.91,231.91,0.664853,-1,-1,-1
10,7,755.65,705.57,72.21,205.11,0.683713,-1,-1,-1
10,8,432.50,779.78,76.26,260.54,0.638693,-1,-1,-1
10,9,972.08,612.52,69.65,199.27,0.642537,-1,-1,-1
10,12,1187.29,615.15,63.66,192.04,0.549855,-1,-1,-1
10,13,1628.06,672.91,75.31,213.00,0.674482,-1,-1,-1
11,1,228.67,814.53,117.56,264.32,0.841976,-1,-1,-1
11,2,373.90,815.64,108.02,264.36,0.772455,-1,-1,-1
11,3,1685.19,837.00,97.03,241.48,0.648610,-1,-1,-1
11,4,663.17,692.44,97.16,221.63,0.788657,-1,-1,-1
11,6,1556.95,672.95,88.10,231.64,0.662330,-1,-1,-1
11,7,755.23,708.60,72.58,206.11,0.743643,-1,-1,-1
