1,1,580.54,635.71,44.42,126.88,0.585923,-1,-1,-1
1,2,510.77,487.22,37.50,114.47,0.477603,-1,-1,-1
1,3,482.86,609.23,49.70,122.94,0.457818,-1,-1,-1
1,4,843.71,790.64,54.45,88.97,0.414563,-1,-1,-1
1,5,315.51,605.90,48.79,128.75,0.381825,-1,-1,-1
1,7,977.72,623.65,47.38,125.04,0.357578,-1,-1,-1
1,8,584.45,492.85,43.13,116.21,0.357047,-1,-1,-1
1,9,750.73,557.66,45.53,131.01,0.329424,-1,-1,-1
1,10,1025.26,628.25,56.97,133.43,0.315149,-1,-1,-1
1,11,364.26,620.67,41.72,123.48,0.305038,-1,-1,-1
1,12,297.36,414.56,41.96,113.44,0.287881,-1,-1,-1
1,13,589.28,772.31,55.70,107.20,0.268524,-1,-1,-1
1,14,680.86,615.37,37.66,117.19,0.254261,-1,-1,-1
1,15,936.99,567.69,54.20,129.79,0.253541,-1,-1,-1
2,1,580.04,635.31,44.69,124.00,0.516396,-1,-1,-1
2,2,509.81,487.89,37.79,113.59,0.408665,-1,-1,-1
2,3,482.46,608.98,49.04,122.66,0.503932,-1,-1,-1
2,4,837.76,788.08,57.64,91.32,0.514539,-1,-1,-1
2,5,315.26,602.84,48.37,131.57,0.402959,-1,-1,-1
2,7,976.57,622.54,46.45,123.94,0.404544,-1,-1,-1
2,9,749.44,556.83,45.70,131.31,0.318167,-1,-1,-1
2,10,1025.14,627.14,55.72,133.52,0.321370,-1,-1,-1
2,11,364.83,619.83,40.26,124.57,0.285068,-1,-1,-1
2,12,298.50,414.02,41.20,110.19,0.308838,-1,-1,-1
2,13,587.87,768.28,55.32,111.49,0.314234,-1,-1,-1
2,15,936.82,567.17,54.19,129.36,0.258890,-1,-1,-1
3,1,578.26,632.54,45.63,126.25,0.535268,-1,-1,-1
3,2,509.29,488.58,37.82,113.33,0.399728,-1,-1,-1
3,3,482.07,609.11,48.91,121.49,0.483490,-1,-1,-1
3,4,834.43,785.12,58.64,94.32,0.476398,-1,-1,-1
3,5,314.46,603.06,49.29,130.32,0.337553,-1,-1,-1
3,7,974.46,621.50,46.28,123.98,0.390586,-1,-1,-1
3,9,746.13,556.96,46.83,130.36,0.279755,-1,-1,-1
3,10,1023.32,626.85,55.26,132.03,0.388322,-1,-1,-1
3,13,585.56,767.00,55.43,112.56,0.309244,-1,-1,-1
4,1,576.51,631.51,46.53,128.22,0.442921,-1,-1,-1
4,2,507.97,489.80,38.39,113.03,0.377420,-1,-1,-1
